商品id,商品名称,商品主图,商品详情页链接地址,店铺名称,商品价格(单位：元),商品月销量,收入比率(%),佣金,卖家旺旺,淘宝客短链接(300天内有效),淘宝客链接,淘口令(30天内有效),优惠券总量,优惠券剩余量,优惠券面额,优惠券开始时间,优惠券结束时间,优惠券链接,优惠券淘口令(30天内有效),优惠券短链接(300天内有效),是否为营销计划商品,成团人数,成团价,成团佣金,拼团开始时间,拼团结束时间
618907294487,2020夏季新款网红裙子修仙侠古装女汉服超仙气淡雅连衣裙过膝长裙,https://img.alicdn.com/i3/2619963884/O1CN01YfT2DS1eYuv6WxerN_!!2619963884.jpg,http://item.taobao.com/item.htm?id=618907294487,休闲百搭时尚韩版女装小彩店铺,198,0,3.3,5.54,19977人收货,https://s.click.taobao.com/gmlnghv,https://s.click.taobao.com/t?e=m%3D2%26s%3D2vv0O8ygwHhw4vFB6t2Z2ueEDrYVVa64juWlisr3dOdyINtkUhsv0MIHNfg1e3d6DhMXFvQbiGTtCmfOQUcFIlSwgggofB32be0285%2FWpbJH8YQcwA8a%2FBrCMvRnLmmTUyNpxLfgKr0jWpzpm6nEC86%2BuL0DH0Chezh8L6FLi4u1ncVXuAamopfRecvw32mNxgxdTc00KD8%3D&union_lens=lensId%3AOPT%401590339021%400b5c327f_1064_1724797ac97_c7c0%4001,￥NH8r1JOX7r1￥,1111,1107,30.0,2020-04-22 00:00:00,2020-05-31 23:59:59,https://uland.taobao.com/coupon/edetail?e=VEB8xfkdv5ANfLV8niU3R5TgU2jJNKOfNNtsjZw%2F%2FoLMT%2FS8xBcD3We1Vtf%2Fhrf9LOwIaXG9DpyX%2FMh2gj3EwcuRTiT9oEhVZV8pr6FWc0MKfX7MBhGJdyiiDl0z0blTmMHpNfYdHdD%2FawWiow74mICnqiGk4FiOLJ3bdz5Kbzzmt4OzLcG%2BoXaC54LfKGbLonv6QcvcARY%3D&&app_pvid=59590_11.92.50.127_539_1590339021307&ptl=floorId:31507;app_pvid:59590_11.92.50.127_539_1590339021307;tpp_pvid:&union_lens=lensId%3AOPT%401590339021%400b5c327f_1064_1724797ac97_c7c0%4001,￥KiEg1JOctow￥,https://s.click.taobao.com/G5onghv,是,,,,,
618393538951,新品即将绝版汉服女中国风日常古装大袖衫白色齐胸襦裙白菜全套超,https://img.alicdn.com/i4/1720327663/O1CN01Nc1X2p26TheURRL2F_!!1720327663.jpg,http://item.taobao.com/item.htm?id=618393538951,全能定制服饰,322.5,0,4.5,12.94,xuan61588,https://s.click.taobao.com/4lknghv,https://s.click.taobao.com/t?e=m%3D2%26s%3DyZd9qkEkT1Fw4vFB6t2Z2ueEDrYVVa64juWlisr3dOdyINtkUhsv0MIHNfg1e3d6DhMXFvQbiGTtCmfOQUcFIlSwgggofB32be0285%2FWpbJH8YQcwA8a%2FBrCMvRnLmmTUyNpxLfgKr0jWpzpm6nEC3%2FJzRoQQ3uGX%2Fx%2BqVhsCZlnYlXDHYAubex2xCXTfSjyomfkDJRs%2BhU%3D&union_lens=lensId%3AOPT%401590339022%400b5c327f_1064_1724797acc5_c7c1%4001,￥NtxU1JOXltJ￥,10000,10000,35.0,2020-05-16 00:00:00,2020-06-22 23:59:59,https://uland.taobao.com/coupon/edetail?e=6z4EiY7M7c8NfLV8niU3R5TgU2jJNKOfNNtsjZw%2F%2FoKFLxOBMqQhH0UN9o%2BKPwim8i9wSTnIxd6SL1GnNW%2F252uFqp8TFaHMNg4Gqf8CT4CLUEDGhicmg%2BlQozdKOvuHmMHpNfYdHdD%2FawWiow74mICnqiGk4FiOLJ3bdz5Kbzzmt4OzLcG%2BoXaC54LfKGbLonv6QcvcARY%3D&&app_pvid=59590_11.92.50.127_539_1590339021307&ptl=floorId:31507;app_pvid:59590_11.92.50.127_539_1590339021307;tpp_pvid:&union_lens=lensId%3AOPT%401590339022%400b5c327f_1064_1724797acc5_c7c1%4001,￥R6jp1JOXZpl￥,https://s.click.taobao.com/2zinghv,否,,,,,
617264465839,含娇汉服女中国风齐腰襦裙广袖夏季仙气日常可穿6米摆汉服全套,https://img.alicdn.com/i1/2232632997/O1CN01wQAbDT1Y0fbgALcBO_!!2232632997.jpg,http://item.taobao.com/item.htm?id=617264465839,小美a服饰小店,109,0,4.5,4.01,笑对人生fm,https://s.click.taobao.com/yefnghv,https://s.click.taobao.com/t?e=m%3D2%26s%3DFulcFcljidlw4vFB6t2Z2ueEDrYVVa64juWlisr3dOdyINtkUhsv0MIHNfg1e3d6DhMXFvQbiGTtCmfOQUcFIlSwgggofB32be0285%2FWpbJH8YQcwA8a%2FBrCMvRnLmmTUyNpxLfgKr0jWpzpm6nEC40AL66yMJRFO0aAO5MKwoJlOkEfpjtflmLpLXv8fz1vomfkDJRs%2BhU%3D&union_lens=lensId%3AOPT%401590339022%400b5c327f_1064_1724797acef_c7d3%4001,￥BmFm1JOX3Pc￥,1000,982,20.0,2020-05-03 00:00:00,2020-07-02 23:59:59,https://uland.taobao.com/coupon/edetail?e=LmFXlbzvexsNfLV8niU3R5TgU2jJNKOfNNtsjZw%2F%2FoL37%2FfiXMY%2BC40nzR4JnrMG7S%2BpB0U2vr%2FPmDj20O3CwmuFqp8TFaHMNg4Gqf8CT4D1RpwrbxPT6HpErcdVg3WlmMHpNfYdHdD%2FawWiow74mICnqiGk4FiOLJ3bdz5Kbzzmt4OzLcG%2BoXaC54LfKGbLonv6QcvcARY%3D&&app_pvid=59590_11.92.50.127_539_1590339021307&ptl=floorId:31507;app_pvid:59590_11.92.50.127_539_1590339021307;tpp_pvid:&union_lens=lensId%3AOPT%401590339022%400b5c327f_1064_1724797acef_c7d3%4001,￥MAnL1JOX5kY￥,https://s.click.taobao.com/dmlnghv,否,,,,,
598870488730,汉服仙女秋冬套装对襟日常古风超仙飘逸大裙摆非古装学生齐胸襦裙,https://img.alicdn.com/i3/4029044466/O1CN01dWZo6Y1irTNQQNQht_!!4029044466.jpg,http://item.taobao.com/item.htm?id=598870488730,绫熙堂 汉服工作室,328,0,1.8,5.54,ancientbeauties,https://s.click.taobao.com/2Hlnghv,https://s.click.taobao.com/t?e=m%3D2%26s%3DvUjz10fW10Vw4vFB6t2Z2ueEDrYVVa64juWlisr3dOdyINtkUhsv0MIHNfg1e3d6DhMXFvQbiGTtCmfOQUcFIlSwgggofB32be0285%2FWpbJH8YQcwA8a%2FBrCMvRnLmmTUyNpxLfgKr0jWpzpm6nEC%2BpGmJ8FniUImGUljwAxHfJZr6ZCHNlBuZiwPbeOsj6OomfkDJRs%2BhU%3D&union_lens=lensId%3AOPT%401590339022%400b5c327f_1064_1724797ad41_c7d4%4001,￥NsAR1JOcwbB￥,10000,9971,20.0,2020-04-08 00:00:00,2020-06-07 23:59:59,https://uland.taobao.com/coupon/edetail?e=Ot6MwpGV6Q0NfLV8niU3R5TgU2jJNKOfNNtsjZw%2F%2FoJnEsKoz8N59RbjyGE1aO2Y0%2Bwdytp%2Fqp7805mvGycmfWuFqp8TFaHMNg4Gqf8CT4A25GwXlAr9gc56KAzWxPigmMHpNfYdHdD%2FawWiow74mICnqiGk4FiOLJ3bdz5Kbzzmt4OzLcG%2BoXaC54LfKGbLonv6QcvcARY%3D&&app_pvid=59590_11.92.50.127_539_1590339021307&ptl=floorId:31507;app_pvid:59590_11.92.50.127_539_1590339021307;tpp_pvid:&union_lens=lensId%3AOPT%401590339022%400b5c327f_1064_1724797ad41_c7d4%4001,￥AATy1JOXp0H￥,https://s.click.taobao.com/jJnnghv,否,,,,,
616979135426,古装汉服女学生长款朱颜传统印花琵琶袖明制交领袄裙古风汉元素夏,https://img.alicdn.com/i3/2934841874/O1CN01XN7IoG1PiKp2902X9_!!2934841874.jpg,http://item.taobao.com/item.htm?id=616979135426,帅帅服饰工厂店,259,0,5.85,13.69,侑祢多好,https://s.click.taobao.com/xefnghv,https://s.click.taobao.com/t?e=m%3D2%26s%3DxVuXrDbh3%2FRw4vFB6t2Z2ueEDrYVVa64juWlisr3dOdyINtkUhsv0MIHNfg1e3d6DhMXFvQbiGTtCmfOQUcFIlSwgggofB32be0285%2FWpbJH8YQcwA8a%2FBrCMvRnLmmTUyNpxLfgKr0jWpzpm6nECwwCKseI4%2BHV1UVyo2hD3g5I0e52pzpWO%2FVCwR735fcfomfkDJRs%2BhU%3D&union_lens=lensId%3AOPT%401590339022%400b5c327f_1064_1724797ad69_c7e1%4001,￥L5iZ1JOcuBN￥,20000,19995,25.0,2020-05-07 00:00:00,2020-07-06 23:59:59,https://uland.taobao.com/coupon/edetail?e=B0Os2Eh%2B8TYNfLV8niU3R5TgU2jJNKOfNNtsjZw%2F%2FoJfPaZEW1KNN1jmsXglWfphESwh2RG4ew1KVZ5ZksddLmuFqp8TFaHMNg4Gqf8CT4CDKGWIlhbsCRZdkRkz540omMHpNfYdHdD%2FawWiow74mICnqiGk4FiOLJ3bdz5Kbzzmt4OzLcG%2BoXaC54LfKGbLonv6QcvcARY%3D&&app_pvid=59590_11.92.50.127_539_1590339021307&ptl=floorId:31507;app_pvid:59590_11.92.50.127_539_1590339021307;tpp_pvid:&union_lens=lensId%3AOPT%401590339022%400b5c327f_1064_1724797ad69_c7e1%4001,￥wfgb1JOXnKO￥,https://s.click.taobao.com/0Hlnghv,否,,,,,
618847458223,汉服女夏装中国风连衣裙仙女中式襦裙女学生古装唐装抖音亲子装,https://img.alicdn.com/i3/1079893495/O1CN01Pso3vJ1bgkqsUqvEc_!!1079893495.jpg,http://item.taobao.com/item.htm?id=618847458223,小小镇Small town,258,0,4.5,10.71,dian15154432023,https://s.click.taobao.com/9Lpnghv,https://s.click.taobao.com/t?e=m%3D2%26s%3Dg4nSBKMndiZw4vFB6t2Z2ueEDrYVVa64juWlisr3dOdyINtkUhsv0MIHNfg1e3d6DhMXFvQbiGTtCmfOQUcFIlSwgggofB32be0285%2FWpbJH8YQcwA8a%2FBrCMvRnLmmTUyNpxLfgKr0jWpzpm6nECx6j%2F20nFhGMya0ZTJSQ%2BXNYlkcuX10vI6Tmm%2BMrPSUgomfkDJRs%2BhU%3D&union_lens=lensId%3AOPT%401590339022%400b5c327f_1064_1724797adb9_c7e2%4001,￥ucnI1JOcObx￥,50000,49540,20.0,2020-05-10 00:00:00,2020-05-28 23:59:59,https://uland.taobao.com/coupon/edetail?e=Y1yC8ZIbri4NfLV8niU3R5TgU2jJNKOfNNtsjZw%2F%2FoISIbp8nnJ%2F7zcpXBKF%2FkryJTsJAjh%2FaFceapTy5Gdt%2F2uFqp8TFaHMNg4Gqf8CT4C9IBhJrZbVwUz8EgoxdP8lmMHpNfYdHdD%2FawWiow74mICnqiGk4FiOLJ3bdz5Kbzzmt4OzLcG%2BoXaC54LfKGbLonv6QcvcARY%3D&&app_pvid=59590_11.92.50.127_539_1590339021307&ptl=floorId:31507;app_pvid:59590_11.92.50.127_539_1590339021307;tpp_pvid:&union_lens=lensId%3AOPT%401590339022%400b5c327f_1064_1724797adb9_c7e2%4001,￥87EZ1JOczOA￥,https://s.click.taobao.com/6Chnghv,否,,,,,
607084628947,锦官城彩凤朝阳原创传统斗篷汉服女 男女中国风披风秋冬加厚新款,https://img.alicdn.com/i1/3839976712/O1CN011AozPC1zS8xprXyf0_!!0-item_pic.jpg,http://item.taobao.com/item.htm?id=607084628947,锦官城旗舰店,1580,0,4.5,66.60,锦官城旗舰店,https://s.click.taobao.com/snonghv,https://s.click.taobao.com/t?e=m%3D2%26s%3Dz4fw%2BmfVSn1w4vFB6t2Z2ueEDrYVVa64Dne87AjQPk9yINtkUhsv0MIHNfg1e3d6DhMXFvQbiGTtCmfOQUcFIlSwgggofB32be0285%2FWpbJH8YQcwA8a%2FBrCMvRnLmmTUyNpxLfgKr0jWpzpm6nEC4uaCHbo2zWgVeCCqsXK7Z%2FTeXpseXEs4B4fVOTrU00homfkDJRs%2BhU%3D&union_lens=lensId%3AOPT%401590339022%400b5c327f_1064_1724797ae2b_c849%4001,￥FPBt1JOXNLQ￥,1000,998,100.0,2020-05-21 00:00:00,2020-06-30 23:59:59,https://uland.taobao.com/coupon/edetail?e=L9nSVLGwhsYNfLV8niU3R5TgU2jJNKOfNNtsjZw%2F%2FoKnxGmwJ8DmGQZAFsWQ0bYqAJusmeMGT%2BamojCNSWtKqGuFqp8TFaHMNg4Gqf8CT4ATzW0wsL49xTSFEqFN2VrRmMHpNfYdHdD%2FawWiow74mICnqiGk4FiOLJ3bdz5Kbzzmt4OzLcG%2Bof41o1IfXjc7onv6QcvcARY%3D&&app_pvid=59590_11.92.50.127_539_1590339021307&ptl=floorId:31507;app_pvid:59590_11.92.50.127_539_1590339021307;tpp_pvid:&union_lens=lensId%3AOPT%401590339022%400b5c327f_1064_1724797ae2b_c849%4001,￥fUXP1JOXo4h￥,https://s.click.taobao.com/Unmnghv,否,,,,,
607571066641,锦官城彩凤朝阳原创汉服女 粉色羊毛呢加厚斗篷长款披风冬装新款,https://img.alicdn.com/i3/3839976712/O1CN01lEP3651zS8xmij8Mc_!!0-item_pic.jpg,http://item.taobao.com/item.htm?id=607571066641,锦官城旗舰店,1580,0,4.5,66.60,锦官城旗舰店,https://s.click.taobao.com/Snmnghv,https://s.click.taobao.com/t?e=m%3D2%26s%3DBJqMQ%2BXMkFhw4vFB6t2Z2ueEDrYVVa64Dne87AjQPk9yINtkUhsv0MIHNfg1e3d6DhMXFvQbiGTtCmfOQUcFIlSwgggofB32be0285%2FWpbJH8YQcwA8a%2FBrCMvRnLmmTUyNpxLfgKr0jWpzpm6nEC4uaCHbo2zWgVeCCqsXK7Z9iOSez4bdXBvUKAkAAXfhfomfkDJRs%2BhU%3D&union_lens=lensId%3AOPT%401590339022%400b5c327f_1064_1724797ae53_c84a%4001,￥NMrp1JOcM9f￥,1000,998,100.0,2020-05-21 00:00:00,2020-06-30 23:59:59,https://uland.taobao.com/coupon/edetail?e=lc6JJdohw3UNfLV8niU3R5TgU2jJNKOfNNtsjZw%2F%2FoJ%2FHGhdaIwAzpHpz2fbw9gSAJusmeMGT%2BamojCNSWtKqGuFqp8TFaHMNg4Gqf8CT4DcQsIOjBVC2f7papmQBeElmMHpNfYdHdD%2FawWiow74mICnqiGk4FiOLJ3bdz5Kbzzmt4OzLcG%2Bof41o1IfXjc7onv6QcvcARY%3D&&app_pvid=59590_11.92.50.127_539_1590339021307&ptl=floorId:31507;app_pvid:59590_11.92.50.127_539_1590339021307;tpp_pvid:&union_lens=lensId%3AOPT%401590339022%400b5c327f_1064_1724797ae53_c84a%4001,￥IqOQ1JOcF9d￥,https://s.click.taobao.com/IVknghv,否,,,,,
617074283229,魏晋清冷风大袖花嫁汉服女荣姬汉服云舒院夜芙蕖弦歌净燃百年朝凤,https://img.alicdn.com/i2/175754641/TB1hdDUCEY1gK0jSZFMq6yWcVXa?_!!0-item_pic.jpg,http://item.taobao.com/item.htm?id=617074283229,u[2207258293829],315.46,0,13.5,39.89,豪花尚贸,https://s.click.taobao.com/31lnghv,https://s.click.taobao.com/t?e=m%3D2%26s%3DFYYfBBGIncpw4vFB6t2Z2ueEDrYVVa64juWlisr3dOdyINtkUhsv0MIHNfg1e3d6DhMXFvQbiGTtCmfOQUcFIlSwgggofB32be0285%2FWpbJH8YQcwA8a%2FBrCMvRnLmmTUyNpxLfgKr0jWpzpm6nEC7sWAKnbCV3QcHd9bSROKfYCV154DFjHa%2F1cH%2BTK1quWIYULNg46oBA%3D&union_lens=lensId%3AOPT%401590339022%400b5c327f_1064_1724797ae95_c84b%4001,￥t0iR1JOcHYW￥,9999,9992,20.0,2020-05-09 00:00:00,2020-06-16 23:59:59,https://uland.taobao.com/coupon/edetail?e=Eg81fn4DDOQNfLV8niU3R5TgU2jJNKOfNNtsjZw%2F%2FoIRsRUqnb1XiKrMPXum364cdsXlkrS9cr5KxvFxVaji4awbAntFj%2BXYEHpTAWQ%2BSRFp4exEq6u%2FYR6uASg6RfLAvZMK0ZEvs4atUAWjn%2BOknP22e3eRtrr%2Fe6hVwoPYqIy%2Fczxa%2BhjACyzc2MbXbIJF2yyKL%2FuyTAI%3D&&app_pvid=59590_11.92.50.127_539_1590339021307&ptl=floorId:31507;app_pvid:59590_11.92.50.127_539_1590339021307;tpp_pvid:&union_lens=lensId%3AOPT%401590339022%400b5c327f_1064_1724797ae95_c84b%4001,￥HSf01JOXWIB￥,https://s.click.taobao.com/APfnghv,否,,,,,
618137281616,新品汉元素绮罗香竹枝词连衣裙女装改良汉服齐胸襦裙中国风成人礼,https://img.alicdn.com/i4/1720327663/O1CN01HLgY4P26TheRjv5pl_!!1720327663.jpg,http://item.taobao.com/item.htm?id=618137281616,全能定制服饰,111.25,0,4.5,4.11,xuan61588,https://s.click.taobao.com/4Agnghv,https://s.click.taobao.com/t?e=m%3D2%26s%3DZEzEuj9Iq3hw4vFB6t2Z2ueEDrYVVa64juWlisr3dOdyINtkUhsv0MIHNfg1e3d6DhMXFvQbiGTtCmfOQUcFIlSwgggofB32be0285%2FWpbJH8YQcwA8a%2FBrCMvRnLmmTUyNpxLfgKr0jWpzpm6nEC3%2FJzRoQQ3uGX%2Fx%2BqVhsCZlPiRbtYzf%2FvDabpjXTigNromfkDJRs%2BhU%3D&union_lens=lensId%3AOPT%401590339022%400b5c327f_1064_1724797aeae_c84c%4001,￥EZTo1JOcCBF￥,10000,10000,20.0,2020-05-16 00:00:00,2020-06-22 23:59:59,https://uland.taobao.com/coupon/edetail?e=eYx6reXZZKMNfLV8niU3R5TgU2jJNKOfNNtsjZw%2F%2FoLZ8Bdnj73NCqsCH4m%2BYxVm8i9wSTnIxd6SL1GnNW%2F252uFqp8TFaHMNg4Gqf8CT4Dp459U4SGQdtxKYa8RJzCImMHpNfYdHdD%2FawWiow74mICnqiGk4FiOLJ3bdz5Kbzzmt4OzLcG%2BoXaC54LfKGbLonv6QcvcARY%3D&&app_pvid=59590_11.92.50.127_539_1590339021307&ptl=floorId:31507;app_pvid:59590_11.92.50.127_539_1590339021307;tpp_pvid:&union_lens=lensId%3AOPT%401590339022%400b5c327f_1064_1724797aeae_c84c%4001,￥uAGs1JOcQxn￥,https://s.click.taobao.com/Vxhnghv,否,,,,,
603142330824,艺缕原创汉服女【知鹤】传统绣花对襟齐胸襦裙日常白菜价非古装秋,https://img.alicdn.com/i1/4071805185/O1CN01a28c0M1oAm9tgRFun_!!4071805185.jpg,http://item.taobao.com/item.htm?id=603142330824,艺缕旗舰店,88,16,1.65,1.12,艺缕旗舰店,https://s.click.taobao.com/05onghv,https://s.click.taobao.com/t?e=m%3D2%26s%3DvLi3aQRZQHtw4vFB6t2Z2ueEDrYVVa64Dne87AjQPk9yINtkUhsv0MIHNfg1e3d60vUsOfu%2BbeztCmfOQUcFIlSwgggofB32be0285%2FWpbJH8YQcwA8a%2FBrCMvRnLmmTUyNpxLfgKr0jWpzpm6nEC4zXCExrfUtRJNeMV02L7cAg5%2BLSKMV3M2hywesdYK%2FdxgxdTc00KD8%3D&union_lens=lensId%3AOPT%401590339023%400b588c5d_0edd_1724797b2b1_0e28%4001,￥KbBP1JOXPkK￥,100000,99987,20.0,2020-05-21 00:00:00,2020-05-31 23:59:59,https://uland.taobao.com/coupon/edetail?e=CILcWkeOKyUNfLV8niU3R5TgU2jJNKOfNNtsjZw%2F%2FoL9NrDSCXD7wawcnXTCdeGurxxG3hWejoad5VfA58fNeMuRTiT9oEhVZV8pr6FWc0MCYk%2FwozMU19USwNH0DB%2BUmMHpNfYdHdD%2FawWiow74mICnqiGk4FiOLJ3bdz5Kbzzmt4OzLcG%2Bof41o1IfXjc7onv6QcvcARY%3D&&app_pvid=59590_11.88.140.93_552_1590339023505&ptl=floorId:31507;app_pvid:59590_11.88.140.93_552_1590339023505;tpp_pvid:&union_lens=lensId%3AOPT%401590339023%400b588c5d_0edd_1724797b2b1_0e28%4001,￥bL7Q1JOcz5F￥,https://s.click.taobao.com/s2mnghv,是,,,,,
616508392391,改良汉服元素女2020夏款对襟外套半裙吊带套装,https://img.alicdn.com/i3/2490104508/O1CN01WuGlYx1jAi3stxyrL_!!2490104508.jpg,http://item.taobao.com/item.htm?id=616508392391,汉裳梦,315.2,0,4.5,12.83,魅若漓沫,https://s.click.taobao.com/EXlnghv,https://s.click.taobao.com/t?e=m%3D2%26s%3DPKNeGUMarC9w4vFB6t2Z2ueEDrYVVa64juWlisr3dOdyINtkUhsv0MIHNfg1e3d60vUsOfu%2BbeztCmfOQUcFIlSwgggofB32be0285%2FWpbJH8YQcwA8a%2FBrCMvRnLmmTUyNpxLfgKr0jWpzpm6nEC0JvLGikZM8n7yEi9LxxMoXmchUZA5ZCWe%2Bgq98qP0tpomfkDJRs%2BhU%3D&union_lens=lensId%3AOPT%401590339023%400b588c5d_0edd_1724797b316_0e8f%4001,￥04QT1JOXfdR￥,1000,999,30.0,2020-05-19 00:00:00,2020-06-19 23:59:59,https://uland.taobao.com/coupon/edetail?e=EdPrpwA4w28NfLV8niU3R5TgU2jJNKOfNNtsjZw%2F%2FoJmvFFK5gngNeMtS%2FbXBJgVJcRG4%2B7ERpbcB8lyxu2FA2uFqp8TFaHMNg4Gqf8CT4CoCgfXoVag02SMINjoB%2Fv6mMHpNfYdHdD%2FawWiow74mICnqiGk4FiOLJ3bdz5Kbzzmt4OzLcG%2BoXaC54LfKGbLonv6QcvcARY%3D&&app_pvid=59590_11.88.140.93_552_1590339023505&ptl=floorId:31507;app_pvid:59590_11.88.140.93_552_1590339023505;tpp_pvid:&union_lens=lensId%3AOPT%401590339023%400b588c5d_0edd_1724797b316_0e8f%4001,￥PadC1JOcxps￥,https://s.click.taobao.com/x4onghv,否,,,,,
616506021987,现货大鱼向南夏季新款烫金对襟直袖齐胸襦裙女汉服女非古装嫁衣,https://img.alicdn.com/i3/2934841874/O1CN01Jg2cpj1PiKoxoBajs_!!2934841874.jpg,http://item.taobao.com/item.htm?id=616506021987,帅帅服饰工厂店,488,0,5.85,26.21,侑祢多好,https://s.click.taobao.com/eefnghv,https://s.click.taobao.com/t?e=m%3D2%26s%3DB91nH%2BH7OU1w4vFB6t2Z2ueEDrYVVa64juWlisr3dOdyINtkUhsv0MIHNfg1e3d60vUsOfu%2BbeztCmfOQUcFIlSwgggofB32be0285%2FWpbJH8YQcwA8a%2FBrCMvRnLmmTUyNpxLfgKr0jWpzpm6nECwwCKseI4%2BHV1UVyo2hD3g5k6cXFsGJN35%2F8EfvQReLAomfkDJRs%2BhU%3D&union_lens=lensId%3AOPT%401590339023%400b588c5d_0edd_1724797b356_0e90%4001,￥Q1Ll1JOcoPq￥,20000,19993,40.0,2020-05-07 00:00:00,2020-07-06 23:59:59,https://uland.taobao.com/coupon/edetail?e=J8h3pdWduFcNfLV8niU3R5TgU2jJNKOfNNtsjZw%2F%2FoLkTpIcHU5DfJZ5mmfDarDpESwh2RG4ew1KVZ5ZksddLmuFqp8TFaHMNg4Gqf8CT4CoCgfXoVag04%2FKSGli6T%2BKmMHpNfYdHdD%2FawWiow74mICnqiGk4FiOLJ3bdz5Kbzzmt4OzLcG%2BoXaC54LfKGbLonv6QcvcARY%3D&&app_pvid=59590_11.88.140.93_552_1590339023505&ptl=floorId:31507;app_pvid:59590_11.88.140.93_552_1590339023505;tpp_pvid:&union_lens=lensId%3AOPT%401590339023%400b588c5d_0edd_1724797b356_0e90%4001,￥HIs11JOXSqa￥,https://s.click.taobao.com/VZonghv,否,,,,,
599391528654,汉服女对襟齐腰襦裙仙气飘逸古风中国风学生红色古装超仙套装日常,https://img.alicdn.com/i1/2921447756/O1CN01020L9s27AIQyTXomk_!!2921447756.jpg,http://item.taobao.com/item.htm?id=599391528654,七里香汉服企业店,148,1,1.5,1.92,七里香演出服企业店,https://s.click.taobao.com/XDinghv,https://s.click.taobao.com/t?e=m%3D2%26s%3DGNuvhRQ%2BXw9w4vFB6t2Z2ueEDrYVVa64juWlisr3dOdyINtkUhsv0MIHNfg1e3d60vUsOfu%2BbeztCmfOQUcFIlSwgggofB32be0285%2FWpbJH8YQcwA8a%2FBrCMvRnLmmTUyNpxLfgKr0jWpzpm6nEC%2BdvY%2FMlMTtDEgxYjg9EmJ5U31PVaaxwdJ7Je1WrI4ADomfkDJRs%2BhU%3D&union_lens=lensId%3AOPT%401590339023%400b588c5d_0edd_1724797b380_0f08%4001,￥w2z61JOXeOI￥,50000,49934,20.0,2020-05-19 00:00:00,2020-06-17 23:59:59,https://uland.taobao.com/coupon/edetail?e=MWWI52DDjlINfLV8niU3R5TgU2jJNKOfNNtsjZw%2F%2FoJPWbRYiE5L5qDXowZgw%2Fpvd6U%2F6eFHhBDrjcfTu%2FOQ%2BGuFqp8TFaHMNg4Gqf8CT4CTa54SPRSb0Li1oDknf3DtmMHpNfYdHdD%2FawWiow74mICnqiGk4FiOLJ3bdz5Kbzzmt4OzLcG%2BoXaC54LfKGbLonv6QcvcARY%3D&&app_pvid=59590_11.88.140.93_552_1590339023505&ptl=floorId:31507;app_pvid:59590_11.88.140.93_552_1590339023505;tpp_pvid:&union_lens=lensId%3AOPT%401590339023%400b588c5d_0edd_1724797b380_0f08%4001,￥FWGj1JOcPt2￥,https://s.click.taobao.com/sBhnghv,否,,,,,
596438523639,锦官城原创汉服 合江映月齐胸襦裙对襟 两片式重工刺绣下裙女,https://img.alicdn.com/i1/3839976712/O1CN01KJtvGH1zS8vkkBPHO_!!0-item_pic.jpg,http://item.taobao.com/item.htm?id=596438523639,锦官城旗舰店,596,0,4.5,22.32,锦官城旗舰店,https://s.click.taobao.com/VDinghv,https://s.click.taobao.com/t?e=m%3D2%26s%3DvBXFy8G4nYVw4vFB6t2Z2ueEDrYVVa64Dne87AjQPk9yINtkUhsv0MIHNfg1e3d60vUsOfu%2BbeztCmfOQUcFIlSwgggofB32be0285%2FWpbJH8YQcwA8a%2FBrCMvRnLmmTUyNpxLfgKr0jWpzpm6nEC4uaCHbo2zWgqBh%2BNcQ%2F6w0KzR9b9tJwj7YRkCh3ghKxomfkDJRs%2BhU%3D&union_lens=lensId%3AOPT%401590339023%400b588c5d_0edd_1724797b39e_0f09%4001,￥yaU21JOcmcF￥,1000,998,100.0,2020-05-21 00:00:00,2020-06-30 23:59:59,https://uland.taobao.com/coupon/edetail?e=2LrUdmnbUhMNfLV8niU3R5TgU2jJNKOfNNtsjZw%2F%2FoLtow%2BkxIjy3H9UKmEj2sDZAJusmeMGT%2BamojCNSWtKqGuFqp8TFaHMNg4Gqf8CT4Ai%2FVxNLxQvaZyn73m0zPCYmMHpNfYdHdD%2FawWiow74mICnqiGk4FiOLJ3bdz5Kbzzmt4OzLcG%2Bof41o1IfXjc7onv6QcvcARY%3D&&app_pvid=59590_11.88.140.93_552_1590339023505&ptl=floorId:31507;app_pvid:59590_11.88.140.93_552_1590339023505;tpp_pvid:&union_lens=lensId%3AOPT%401590339023%400b588c5d_0edd_1724797b39e_0f09%4001,￥M41b1JOX73y￥,https://s.click.taobao.com/qZnnghv,否,,,,,
